0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,target
153585,0,0,1980.0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,6,14.0,33.0,25.0,21.0,1,0,1,0,11.0,11.0,11.0,11.0,21.0,21.0,21.0,21.0,4120.0
153607,0,0,1979.75,2,0,0,0,1,1,1,2,2,2,2,1,1,0,1,0,0,0,0,8.0,9.0,19.0,11.0,0,0,0,0,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0,5014.0
153625,0,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0,0,8.0,3.0,12.0,14.0,0,0,0,0,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0,4619.0
153674,1,0,1980.5,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,0,6,18.0,1.0,9.0,15.0,0,0,0,1,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0,4216.0
153767,0,0,1979.75,2,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,0,0,0,8.0,9.0,19.0,11.0,0,0,0,0,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0,4312.0
153801,1,1,1980.5,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,3,6,6,5.0,5.0,13.0,3.0,1,0,0,1,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0,4099.0
154025,0,0,1980.5,0,2,2,2,0,0,0,2,2,2,2,0,0,0,1,1,0,0,0,10.0,9.0,23.0,19.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4202.0
154234,0,0,1979.5,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,3,0,0,0,1.0,10.0,18.0,11.0,0,0,1,0,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0,4216.0
154331,1,0,1980.5,0,0,0,1,1,0,0,2,2,2,2,1,0,0,1,0,0,0,0,13.0,7.0,8.0,17.0,0,0,0,0,21.0,21.0,21.0,21.0,50.0,50.0,50.0,49.0,4339.0
154422,0,0,1979.75,2,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,12.0,39.0,9.0,16.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4616.0
154554,0,0,1980.5,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,1,2,0,2,9.0,7.0,15.0,21.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5150.0
154589,0,1,1980.25,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,3,4,0,4,1.0,17.0,10.0,0.0,1,1,1,0,11.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,4419.0
154609,1,0,1980.0,0,2,0,0,0,0,1,2,2,2,2,1,0,1,0,0,0,0,0,12.0,13.0,10.0,22.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4284.0
154715,0,0,1980.5,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,7.0,8.0,22.0,15.0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4339.0
154763,1,0,1980.5,1,1,1,1,0,0,0,2,2,2,2,1,0,0,0,0,0,4,0,9.0,5.0,0.0,15.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4114.0
155115,0,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,11.0,5.0,11.0,19.0,0,0,0,0,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0,4486.0
155232,0,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,0,0,1,1,0,2,2,6,12.0,20.0,18.0,17.0,0,0,0,0,12.0,12.0,12.0,12.0,35.0,35.0,35.0,35.0,4451.0
155245,1,0,1980.25,1,1,1,1,1,1,1,2,2,2,2,0,0,1,0,0,3,1,0,4.0,2.0,28.0,36.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4485.0
155296,1,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,6,4,8.0,9.0,5.0,3.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4516.0
155313,1,1,1980.0,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,3,0,4,17.0,1.0,12.0,2.0,0,1,0,0,11.0,11.0,11.0,11.0,29.0,29.0,29.0,29.0,4239.0
155366,0,1,1979.75,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,0,3,6,6,10.0,5.0,13.0,3.0,1,0,0,1,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0,4404.0
155533,1,0,1980.25,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,2,0,2,3.0,7.0,18.0,21.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,3996.0
155679,1,0,1980.0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,8.0,7.0,15.0,13.0,0,0,0,0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4989.0
155767,1,0,1980.75,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,3,3,3,6.0,1.0,5.0,3.0,0,0,1,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4516.0
155928,1,0,1979.75,2,2,2,2,0,0,1,2,2,2,2,0,1,0,0,0,0,0,0,4.0,8.0,34.0,10.0,0,0,0,0,29.0,29.0,29.0,29.0,62.0,62.0,62.0,62.0,4383.0
156001,0,0,1980.0,0,2,2,2,1,1,1,2,2,2,2,0,0,0,2,3,0,4,1,2.0,5.0,3.0,12.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4897.0
156094,0,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,6,4,20.0,9.0,5.0,3.0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4606.0
156120,1,0,1979.75,0,2,2,2,1,1,1,1,1,1,1,0,0,1,0,5,0,0,0,3.0,27.0,9.0,8.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4754.0
156159,1,0,1980.0,2,2,2,2,1,1,1,3,3,3,3,1,1,1,1,0,0,0,0,8.0,12.0,13.0,7.0,0,0,0,0,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0,4741.0
156175,0,1,1980.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,3,4,6,0,5.0,2.0,10.0,10.0,1,1,1,1,11.0,11.0,11.0,11.0,24.0,24.0,24.0,24.0,4062.0
156256,0,0,1980.0,2,0,1,1,1,1,1,2,2,2,2,1,0,0,0,0,2,0,0,6.0,11.0,7.0,6.0,0,0,0,0,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0,4625.0
156263,1,1,1979.75,0,2,2,2,0,0,0,1,1,1,1,1,0,1,0,0,3,0,0,24.0,2.0,8.0,18.0,0,1,0,0,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0,4167.0
156350,1,1,1980.25,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,6,0.0,37.0,12.0,17.0,0,1,1,1,11.0,11.0,11.0,11.0,31.0,31.0,15.0,31.0,4345.0
156518,0,0,1979.75,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,0,0,1,13.0,11.0,14.0,10.0,0,0,0,0,23.0,23.0,23.0,23.0,55.0,55.0,55.0,55.0,4651.0
156651,1,0,1980.5,0,0,1,1,0,0,0,3,3,3,3,3,0,1,0,0,0,0,6,13.0,11.0,14.0,29.0,0,0,0,0,27.0,27.0,27.0,27.0,60.0,60.0,60.0,60.0,4316.0
156719,1,0,1980.0,2,2,2,2,1,1,1,3,3,3,3,0,0,1,1,0,0,0,0,14.0,10.0,19.0,16.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4229.0
156811,0,0,1980.5,2,0,0,2,1,1,1,1,1,1,1,3,0,1,1,0,0,0,0,12.0,7.0,31.0,18.0,0,0,0,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4603.0
156844,1,0,1980.25,0,2,2,2,0,0,0,2,2,2,2,0,0,1,1,0,0,0,1,2.0,18.0,15.0,15.0,0,0,0,0,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0,4426.0
156864,1,0,1980.0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,9.0,4.0,1.0,24.0,0,0,0,1,22.0,22.0,22.0,22.0,53.0,54.0,54.0,54.0,4090.0
156913,1,0,1980.0,0,2,2,2,0,0,0,2,2,2,2,0,1,0,0,0,0,0,0,16.0,8.0,34.0,10.0,0,0,0,0,29.0,29.0,29.0,29.0,62.0,62.0,62.0,62.0,4198.0
156944,1,1,1980.0,0,0,2,2,1,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0.0,25.0,16.0,4.0,1,0,1,0,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,4578.0
156972,1,0,1980.25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,15.0,14.0,16.0,9.0,0,0,1,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4837.0
157136,1,0,1980.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,4,6,0,0,0.0,16.0,10.0,6.0,0,0,0,0,18.0,18.0,18.0,18.0,43.0,43.0,43.0,43.0,4716.0
157311,1,0,1980.0,2,0,0,0,1,1,1,2,2,2,2,0,1,0,0,0,0,0,0,3.0,13.0,15.0,24.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4545.0
157549,0,0,1980.25,0,0,0,0,1,1,1,2,2,2,2,0,0,1,1,0,0,0,1,13.0,17.0,17.0,12.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4959.0
157559,0,1,1979.75,2,0,0,0,0,1,0,2,2,2,2,1,0,0,1,0,0,0,0,12.0,7.0,8.0,8.0,0,0,0,0,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0,4364.0
157600,1,1,1980.0,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,4,0,17.0,6.0,1.0,16.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4098.0
157622,0,1,1979.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,6.0,9.0,7.0,25.0,1,1,1,1,11.0,11.0,11.0,11.0,19.0,19.0,32.0,32.0,4411.0
157649,0,1,1980.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0.0,3.0,31.0,5.0,0,1,1,0,11.0,11.0,11.0,11.0,19.0,19.0,19.0,19.0,4085.0
157821,1,1,1980.25,2,0,2,2,0,1,1,1,1,1,1,0,0,0,1,0,6,0,0,21.0,25.0,5.0,20.0,1,1,1,1,11.0,11.0,11.0,11.0,23.0,23.0,23.0,23.0,4409.0
157881,0,0,1980.5,2,0,0,0,0,1,1,3,3,3,3,1,1,0,1,0,0,3,0,8.0,8.0,1.0,7.0,0,0,0,0,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0,4638.0
157910,1,0,1979.75,1,1,1,1,1,1,1,3,3,3,3,1,1,1,0,0,0,0,3,14.0,19.0,12.0,2.0,0,0,0,0,26.0,26.0,26.0,26.0,59.0,59.0,59.0,59.0,4798.0
157930,1,0,1980.5,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,13.0,16.0,25.0,37.0,0,0,0,0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,4403.0
158086,0,0,1979.75,1,1,1,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,10.0,8.0,7.0,0.0,0,0,0,0,32.0,32.0,32.0,19.0,66.0,66.0,66.0,47.0,4384.0
158160,0,0,1980.0,1,1,1,1,0,0,0,2,2,2,2,0,0,3,1,0,2,2,0,2.0,19.0,12.0,3.0,0,0,0,0,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0,4699.0
158188,0,0,1980.25,1,1,1,1,1,1,1,2,2,2,2,0,1,1,1,0,0,2,0,8.0,13.0,15.0,17.0,0,0,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4607.0
158422,0,0,1979.75,1,1,1,1,0,0,0,2,2,2,2,0,1,0,0,0,3,0,6,19.0,1.0,11.0,31.0,0,0,0,0,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0,4218.0
158461,1,0,1980.25,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,10.0,5.0,31.0,8.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4659.0
158507,0,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,16.0,10.0,26.0,17.0,0,0,0,0,29.0,29.0,29.0,29.0,62.0,62.0,62.0,62.0,4565.0
158518,1,0,1979.75,0,0,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,13.0,16.0,5.0,22.0,0,0,0,0,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0,4270.0
158550,1,0,1979.75,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,17.0,0.0,8.0,22.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4442.0
158571,0,0,1980.5,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,3,4,3,0,3.0,3.0,1.0,5.0,1,0,0,0,24.0,24.0,32.0,32.0,56.0,56.0,66.0,66.0,4691.0
158588,1,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,1,0,0,1,2,0,0,0,16.0,9.0,23.0,15.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4910.0
158638,1,1,1980.25,2,0,0,1,0,0,0,2,2,2,2,0,0,1,0,0,4,3,4,10.0,1.0,2.0,0.0,0,0,0,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4182.0
158765,0,1,1980.25,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0,6.0,9.0,26.0,1,0,1,1,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,4412.0
158843,1,1,1980.5,2,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,10.0,6.0,4.0,12.0,1,1,0,0,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0,4351.0
158860,1,0,1980.25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,0,0,0,8.0,20.0,19.0,13.0,0,0,0,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4672.0
158987,0,0,1980.5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0,15.0,18.0,19.0,13.0,0,0,0,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4558.0
159006,1,0,1980.25,1,2,2,2,1,0,0,1,1,1,1,1,0,0,0,0,3,0,2,4.0,3.0,25.0,12.0,0,0,0,0,18.0,18.0,18.0,18.0,46.0,46.0,46.0,46.0,4327.0
159024,0,0,1980.0,2,2,2,2,1,1,1,2,2,2,2,0,1,0,1,0,0,0,1,9.0,11.0,7.0,17.0,0,1,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4492.0
159033,1,1,1980.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,2.0,25.0,4.0,22.0,1,1,1,1,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,4479.0
159047,0,0,1979.75,2,2,2,2,0,1,0,2,2,2,2,0,0,1,0,0,3,0,1,14.0,1.0,8.0,19.0,0,0,0,0,37.0,37.0,37.0,37.0,73.0,73.0,73.0,73.0,4561.0
159153,1,0,1980.0,0,2,2,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,10.0,16.0,15.0,15.0,0,0,0,0,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0,4656.0
159193,1,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,3,0,10.0,4.0,1.0,5.0,0,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4486.0
159385,1,1,1980.5,0,1,1,1,0,0,0,3,3,3,3,1,0,1,1,0,0,0,0,6.0,12.0,16.0,9.0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4258.0
159402,0,1,1980.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,11.0,14.0,32.0,26.0,0,0,1,1,11.0,11.0,11.0,11.0,31.0,31.0,31.0,31.0,3892.0
159418,0,0,1980.5,0,2,2,2,1,1,1,2,2,2,2,0,1,0,1,4,0,0,0,0.0,9.0,8.0,5.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4686.0
159472,1,0,1980.0,2,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,4,3,4,3.0,0.0,1.0,1.0,0,0,0,0,32.0,32.0,32.0,32.0,66.0,66.0,66.0,66.0,4826.0
159511,0,0,1979.75,0,2,2,2,0,0,1,2,2,2,2,0,0,1,1,0,0,0,1,2.0,18.0,15.0,15.0,0,0,0,0,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0,4655.0
159633,1,0,1980.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,17.0,19.0,17.0,17.0,0,0,0,0,12.0,12.0,12.0,12.0,36.0,36.0,36.0,36.0,4452.0
159785,1,0,1980.5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,11.0,7.0,16.0,9.0,0,0,1,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,5155.0
159803,0,0,1980.5,0,0,0,0,1,1,1,2,2,2,2,1,0,0,0,0,2,0,2,15.0,7.0,15.0,21.0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4565.0
159929,0,0,1979.5,2,2,2,2,1,1,1,2,2,2,2,0,1,0,1,0,0,0,0,3.0,16.0,31.0,5.0,0,0,1,0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4282.0
159946,1,0,1980.5,0,2,2,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,20.0,39.0,9.0,16.0,0,0,0,0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,4793.0
160042,1,0,1980.5,2,0,0,0,0,0,0,2,2,2,2,1,0,1,1,0,0,3,0,5.0,12.0,1.0,18.0,0,0,0,0,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0,4299.0
160076,0,0,1980.25,2,0,0,0,1,1,0,2,2,2,2,1,1,0,0,0,0,0,0,13.0,13.0,6.0,8.0,0,0,0,0,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0,4730.0
160093,0,1,1980.25,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6.0,30.0,3.0,2.0,1,1,0,1,11.0,11.0,11.0,11.0,26.0,26.0,26.0,26.0,4067.0
160214,1,0,1979.75,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,3,4,0,0,1.0,0.0,20.0,28.0,0,0,0,0,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0,4424.0
160264,0,0,1979.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,0,3,0,8.0,20.0,15.0,5.0,0,0,1,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4570.0
160285,1,0,1980.25,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,3,3,3,6.0,1.0,5.0,3.0,0,0,1,0,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0,4765.0
160316,1,0,1980.25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,3,8.0,9.0,9.0,6.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4581.0
160347,0,0,1980.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,3,5.0,9.0,9.0,6.0,0,0,0,0,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0,4562.0
160362,1,0,1980.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,2,15.0,9.0,8.0,17.0,0,0,0,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4536.0
160393,1,0,1980.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,2,0,0,16.0,14.0,16.0,9.0,1,0,1,0,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0,4763.0
160606,1,0,1980.25,1,1,1,1,0,0,1,3,3,3,3,0,0,0,1,0,0,0,0,13.0,27.0,12.0,19.0,0,0,0,0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,4150.0
160621,1,0,1980.25,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,5.0,10.0,25.0,2.0,0,0,0,0,33.0,33.0,33.0,33.0,67.0,67.0,67.0,67.0,4084.0
160670,1,0,1980.25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,18.0,18.0,19.0,13.0,0,0,0,0,17.0,17.0,17.0,17.0,41.0,41.0,41.0,41.0,4376.0
160721,1,0,1980.0,2,0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,0,6,0,8.0,16.0,12.0,18.0,1,0,0,0,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0,4351.0
160745,0,1,1980.5,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,4,0,6,0,0.0,7.0,6.0,5.0,0,0,0,0,11.0,11.0,11.0,11.0,31.0,33.0,33.0,33.0,4406.0
160798,0,0,1980.25,1,1,1,1,0,0,0,2,2,2,2,3,1,1,1,0,0,0,0,8.0,3.0,12.0,14.0,0,0,0,0,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0,4298.0
160950,1,0,1979.75,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4,3,9.0,36.0,0.0,1.0,0,0,0,0,22.0,22.0,22.0,22.0,53.0,53.0,53.0,53.0,4763.0
160967,0,0,1979.75,2,2,2,2,1,1,1,2,2,2,2,0,1,0,1,0,0,0,1,9.0,11.0,7.0,17.0,0,1,0,0,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0,4074.0
160998,1,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,0,0,1,1,0,0,0,1,13.0,17.0,17.0,12.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4986.0
161087,1,0,1980.0,0,1,1,1,1,1,1,2,2,2,2,0,1,0,1,0,0,0,0,13.0,16.0,18.0,12.0,0,0,0,0,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0,4422.0
161148,1,1,1980.25,0,0,2,2,0,0,0,1,1,1,1,0,0,0,1,3,6,0,0,1.0,25.0,5.0,20.0,0,1,1,1,11.0,11.0,11.0,11.0,23.0,23.0,23.0,23.0,4260.0
161264,1,1,1980.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,24.0,35.0,9.0,1,1,1,1,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0,4123.0
161288,1,0,1979.75,0,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,13.0,15.0,10.0,22.0,0,0,0,0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,4357.0
161318,0,0,1979.75,0,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,0,6,12.0,20.0,19.0,2.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4844.0
161369,0,0,1980.5,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,1,3,12.0,8.0,33.0,2.0,0,0,0,0,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0,4736.0
161482,1,1,1980.5,0,1,1,1,1,1,1,2,2,2,2,1,0,1,0,0,3,2,2,13.0,2.0,14.0,16.0,0,0,0,1,23.0,23.0,23.0,23.0,55.0,55.0,55.0,55.0,4306.0
161718,1,0,1979.75,1,1,1,1,1,1,1,2,2,2,2,0,2,2,2,0,0,2,0,3.0,17.0,17.0,13.0,0,0,0,0,39.0,39.0,39.0,39.0,75.0,75.0,75.0,75.0,4807.0
161745,0,1,1980.0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,3.0,9.0,2.0,8.0,1,1,1,1,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,4792.0
161884,1,0,1980.25,2,0,0,0,0,0,0,2,2,2,2,1,0,1,1,0,0,3,0,5.0,12.0,1.0,18.0,0,0,0,0,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0,4575.0
161934,1,0,1980.25,1,1,1,1,1,1,1,2,2,2,2,0,0,1,0,0,3,2,2,15.0,2.0,14.0,16.0,0,0,0,1,23.0,23.0,23.0,23.0,55.0,55.0,55.0,55.0,4255.0
161948,1,0,1980.25,0,0,0,0,0,0,0,2,2,2,2,1,0,1,0,0,0,0,0,12.0,8.0,9.0,24.0,0,0,0,0,31.0,31.0,31.0,31.0,65.0,65.0,65.0,65.0,4523.0
162092,0,1,1980.25,0,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,3,3,1,12.0,1.0,1.0,11.0,0,1,0,1,18.0,18.0,18.0,18.0,45.0,45.0,45.0,45.0,4776.0
162321,1,0,1980.0,1,1,1,1,0,0,1,2,2,2,2,0,0,0,0,0,0,3,0,22.0,9.0,0.0,7.0,0,0,0,0,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0,4432.0
162481,0,1,1980.0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,6.0,9.0,26.0,0,0,1,1,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,4362.0
162508,0,0,1980.25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,7.0,19.0,17.0,17.0,0,0,0,0,12.0,12.0,12.0,12.0,36.0,36.0,36.0,36.0,4744.0
162636,1,0,1980.25,2,0,2,2,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,18.0,2.0,18.0,21.0,0,1,0,0,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0,4375.0
162775,1,0,1979.75,2,0,0,0,1,1,1,2,2,2,2,1,0,0,1,0,6,6,0,12.0,12.0,13.0,8.0,0,0,0,0,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0,4439.0
162845,0,0,1980.25,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,2,0,2,6.0,16.0,8.0,12.0,0,0,0,0,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0,4837.0
162876,0,0,1980.25,0,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,4,0,4,2.0,0.0,16.0,1.0,0,0,0,0,40.0,40.0,40.0,40.0,76.0,77.0,77.0,77.0,4459.0
162910,0,0,1980.25,1,1,1,1,1,1,1,3,3,3,3,3,1,1,0,0,0,0,0,12.0,15.0,14.0,36.0,0,0,0,0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,5176.0
162956,1,0,1980.25,2,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,3,0,4,21.0,1.0,12.0,3.0,0,0,0,0,16.0,16.0,16.0,16.0,40.0,40.0,40.0,40.0,4446.0
